model_name,video_id,prompt,CLIP Score,X-CLIP Score,BLIP-BLEU,T2VScore-A (GPT-4V)
gen2,484,"a flag with three vertical stripes, close-up shot, high detailed",25.15447807,8.509379625,0.198853181,0.8
modelscope,484,"a flag with three vertical stripes, close-up shot, high detailed",28.14128494,8.462030292,0.2,1
pika,484,"a flag with three vertical stripes, close-up shot, high detailed",25.09367943,12.48593108,0.1,0.6
zeroscope,484,"a flag with three vertical stripes, close-up shot, high detailed",23.75150108,9.70095396,0.1,0
floor33,485,"close-up shot, high detailed, a flag with three vertical stripes that are blue, white and red",27.197052,10.05005407,0.164643491,0.625
gen2,485,"close-up shot, high detailed, a flag with three vertical stripes that are blue, white and red",24.92491722,7.549070795,0.051047314,0.625
modelscope,485,"close-up shot, high detailed, a flag with three vertical stripes that are blue, white and red",25.12092209,10.17094469,0.219524654,0.5
pika,485,"close-up shot, high detailed, a flag with three vertical stripes that are blue, white and red",27.67137527,9.723099497,0.109762327,0.625
zeroscope,485,"close-up shot, high detailed, a flag with three vertical stripes that are blue, white and red",27.48103905,7.573366642,0.183212921,0.625
floor33,486,"large motion, a white towel with a cartoon of a cat on it",24.33145905,12.08803225,0.444490932,0.833333333
gen2,486,"large motion, a white towel with a cartoon of a cat on it",25.55063248,10.04685394,0.37040911,0.833333333
modelscope,486,"large motion, a white towel with a cartoon of a cat on it",31.02875328,18.61259079,0.536692575,0.833333333
pika,486,"large motion, a white towel with a cartoon of a cat on it",30.26532936,15.89168994,0.444490932,0.833333333
zeroscope,486,"large motion, a white towel with a cartoon of a cat on it",17.12048912,9.259940386,0.518572754,0.666666667
floor33,487,"camera pan from left to right, a taxi",19.15074921,10.56454992,0.153846154,1
gen2,487,"camera pan from left to right, a taxi",20.69363594,10.52776472,0.1,1
modelscope,487,"camera pan from left to right, a taxi",22.65834045,12.7667253,0.125,1
pika,487,"camera pan from left to right, a taxi",17.97589874,14.36691994,0.181818182,1
zeroscope,487,"camera pan from left to right, a taxi",20.85325813,10.90874195,0.111111111,0.333333333
floor33,488,"a submarine, time-lapse photography",26.49677277,12.17495298,0.090909091,0.666666667
gen2,488,"a submarine, time-lapse photography",21.32047081,10.84164834,0.142857143,0.666666667
modelscope,488,"a submarine, time-lapse photography",24.65190125,7.689460397,0.111111111,0
pika,488,"a submarine, time-lapse photography",25.45133972,14.94713359,0.142857143,0.333333333
zeroscope,488,"a submarine, time-lapse photography",19.65326118,13.39944124,0.125,0
floor33,489,"still camera, an F1 race car",23.67898178,13.4607687,0.142857143,0.666666667
gen2,489,"still camera, an F1 race car",22.46933746,10.14682968,0.142857143,0.666666667
modelscope,489,"still camera, an F1 race car",22.79377747,11.88478065,0.166666667,0.666666667
pika,489,"still camera, an F1 race car",21.32912827,13.73779625,0.142857143,1
zeroscope,489,"still camera, an F1 race car",21.01099396,10.47099423,0.111111111,0.666666667
floor33,490,"hand-held camera, Three-quarters front view of a blue 1977 Corvette coming around a curve in a mountain road and looking over a green valley on a cloudy day.",28.15427589,14.28849792,0.109832141,0.5
gen2,490,"hand-held camera, Three-quarters front view of a blue 1977 Corvette coming around a curve in a mountain road and looking over a green valley on a cloudy day.",25.98490906,11.78771257,0.053823703,0.6
modelscope,490,"hand-held camera, Three-quarters front view of a blue 1977 Corvette coming around a curve in a mountain road and looking over a green valley on a cloudy day.",26.36381912,12.55296826,0.053823703,0.6
pika,490,"hand-held camera, Three-quarters front view of a blue 1977 Corvette coming around a curve in a mountain road and looking over a green valley on a cloudy day.",26.98476601,16.92434745,0.02052125,0.6
zeroscope,490,"hand-held camera, Three-quarters front view of a blue 1977 Corvette coming around a curve in a mountain road and looking over a green valley on a cloudy day.",25.16462708,13.43517613,0.096915879,0.6
floor33,491,"still camera, A van parked on grass",22.88791656,14.65359354,0.2,0.75
gen2,491,"still camera, A van parked on grass",19.37186623,14.63855426,0.111111111,1
modelscope,491,"still camera, A van parked on grass",22.0474968,15.39846754,0.282160575,0.5
pika,491,"still camera, A van parked on grass",23.38145447,15.28182655,0.25,0.5
zeroscope,491,"still camera, A van parked on grass",20.27889442,11.11232877,1.66E-16,0
floor33,492,"drove viewpoint, a subway train coming out of a tunnel",23.54356956,16.5137701,0.4,0.5
gen2,492,"drove viewpoint, a subway train coming out of a tunnel",21.41488838,8.642022173,0.397706363,0.5
modelscope,492,"drove viewpoint, a subway train coming out of a tunnel",21.05491066,11.01266313,0.4,0.75
pika,492,"drove viewpoint, a subway train coming out of a tunnel",21.28409767,8.589799404,0.4,0.5
zeroscope,492,"drove viewpoint, a subway train coming out of a tunnel",26.11704636,14.69534016,0.497132954,0.5
floor33,493,"a bottle of red wine, still camera",21.5489502,15.48614597,0.333333333,0.75
gen2,493,"a bottle of red wine, still camera",23.82330132,15.44994481,0.375,0.75
modelscope,493,"a bottle of red wine, still camera",22.60762405,16.67726994,0.375,0.75
pika,493,"a bottle of red wine, still camera",21.03288078,14.93235419,0.142857143,0.75
zeroscope,493,"a bottle of red wine, still camera",22.4009285,14.61470556,0.375,1
floor33,494,"drove viewpoint, wine bottles",24.84446335,16.90937614,0.25,0.333333333
gen2,494,"drove viewpoint, wine bottles",20.44254875,14.70628293,0.25,0.333333333
modelscope,494,"drove viewpoint, wine bottles",22.73593903,17.35016012,0.333333333,0.333333333
pika,494,"drove viewpoint, wine bottles",22.11460686,13.28918584,0.23884377,0.333333333
zeroscope,494,"drove viewpoint, wine bottles",13.30370331,8.912336826,1.22E-16,0.333333333
floor33,495,"camera rotate clockwise, a pitcher of orange juice",26.43758392,16.29713917,0.1,0.75
gen2,495,"camera rotate clockwise, a pitcher of orange juice",23.20951653,6.907622695,0.111111111,0.75
modelscope,495,"camera rotate clockwise, a pitcher of orange juice",21.08687592,6.830077052,0.2476794,0.25
pika,495,"camera rotate clockwise, a pitcher of orange juice",25.81123161,17.53317557,0.333333333,0.75
zeroscope,495,"camera rotate clockwise, a pitcher of orange juice",18.38178825,13.3552115,0.125,0.25
floor33,496,"a glass of orange juice, camera pan from left to right",26.18570328,17.17534256,0.285714286,0.5
gen2,496,"a glass of orange juice, camera pan from left to right",21.17019653,11.16948446,0.180967484,0.75
modelscope,496,"a glass of orange juice, camera pan from left to right",26.45420074,17.55091715,0.271451225,0.75
pika,496,"a glass of orange juice, camera pan from left to right",22.8218174,14.33615239,0.166666667,0
zeroscope,496,"a glass of orange juice, camera pan from left to right",18.34802246,8.85768044,0.271451225,0
floor33,497,"close-up shot, high detailed, a green pepper cut in half on a plate",30.18600845,17.7379446,0.383351839,0.857142857
gen2,497,"close-up shot, high detailed, a green pepper cut in half on a plate",26.32411194,10.37612057,0.303123461,1
modelscope,497,"close-up shot, high detailed, a green pepper cut in half on a plate",23.87830162,10.27554107,0.284969061,0.571428571
pika,497,"close-up shot, high detailed, a green pepper cut in half on a plate",29.68206787,13.55938943,0.181874077,0.714285714
zeroscope,497,"close-up shot, high detailed, a green pepper cut in half on a plate",26.62095261,13.06461883,0.222245466,0.571428571
floor33,498,"camera pan from left to right, slices of mango on a piece of toast",28.0892868,17.6714201,0.268128018,0.6
gen2,498,"camera pan from left to right, slices of mango on a piece of toast",28.70909691,16.31138325,0.282160575,0
modelscope,498,"camera pan from left to right, slices of mango on a piece of toast",22.10931206,16.07741237,0.177137457,0.6
pika,498,"camera pan from left to right, slices of mango on a piece of toast",24.49188614,10.95463912,0.25500152,0.4
zeroscope,498,"camera pan from left to right, slices of mango on a piece of toast",23.12837601,13.55724359,0.213683326,0.4
floor33,499,"a laptop screen showing an internet search, Wide angle lens",21.78352165,11.76963043,0.389400391,0.666666667
gen2,499,"a laptop screen showing an internet search, Wide angle lens",21.50936127,11.66263906,0.2,0.333333333
modelscope,499,"a laptop screen showing an internet search, Wide angle lens",24.28998566,10.26753378,0.272727273,0.333333333
pika,499,"a laptop screen showing an internet search, Wide angle lens",22.71220779,12.00104883,0.2,0.666666667
zeroscope,499,"a laptop screen showing an internet search, Wide angle lens",18.80190659,7.798850894,0.2,0.333333333
floor33,500,"camera rotate clockwise, a laptop screen showing a bunch of photographs",24.61050415,9.237766743,0.363636364,0.333333333
gen2,500,"camera rotate clockwise, a laptop screen showing a bunch of photographs",23.94496536,8.548534075,0.361934967,0.666666667
modelscope,500,"camera rotate clockwise, a laptop screen showing a bunch of photographs",23.24388885,12.02874041,0.416666667,1
pika,500,"camera rotate clockwise, a laptop screen showing a bunch of photographs",21.87202263,11.01963319,0.088970823,0.666666667
zeroscope,500,"camera rotate clockwise, a laptop screen showing a bunch of photographs",23.51596069,12.77556014,0.35588329,0
floor33,501,"a laptop screen showing a document being edited, still camera",22.83891487,12.35162258,0.465313612,1
gen2,501,"a laptop screen showing a document being edited, still camera",16.34131813,14.34613864,0.3,0.5
modelscope,501,"a laptop screen showing a document being edited, still camera",21.31427002,16.40543222,0.497132954,0.25
pika,501,"a laptop screen showing a document being edited, still camera",18.90001869,13.25199699,0.2,1
zeroscope,501,"a laptop screen showing a document being edited, still camera",21.37584877,18.27619982,0.3,1
floor33,502,"the word 'mardefly' on a coffee mug, zoom in",14.97334671,9.703892231,0.307692308,0.2
gen2,502,"the word 'mardefly' on a coffee mug, zoom in",22.52942276,10.9259282,0.3,0.4
modelscope,502,"the word 'mardefly' on a coffee mug, zoom in",26.9440403,14.15399694,0.214707798,0.8
pika,502,"the word 'mardefly' on a coffee mug, zoom in",23.64178658,13.53714477,0.555555555,0.8
zeroscope,502,"the word 'mardefly' on a coffee mug, zoom in",17.17618942,8.211779833,0.384615385,0.4
floor33,503,"a stop sigh with 'ALL WAY' written below it, drove viewpoint",22.44898796,12.23622656,0.177941645,0.5
gen2,503,"a stop sigh with 'ALL WAY' written below it, drove viewpoint",14.17925739,5.26715223,9.80E-17,0
modelscope,503,"a stop sigh with 'ALL WAY' written below it, drove viewpoint",19.2604332,13.21618295,0.090483742,0.5
pika,503,"a stop sigh with 'ALL WAY' written below it, drove viewpoint",22.48696136,11.98724556,0.272727273,0.5
zeroscope,503,"a stop sigh with 'ALL WAY' written below it, drove viewpoint",16.32636452,12.13619304,0.271451225,0
floor33,504,"zoom out, a sticker stuck in the middle of a stop sign",19.7651577,9.364639759,0.327492301,0.4
gen2,504,"zoom out, a sticker stuck in the middle of a stop sign",18.84062958,5.659336607,0.249027468,0.6
modelscope,504,"zoom out, a sticker stuck in the middle of a stop sign",24.57979202,12.5017581,0.23884377,0.8
pika,504,"zoom out, a sticker stuck in the middle of a stop sign",21.32865906,11.89600298,0.332036624,0.8
zeroscope,504,"zoom out, a sticker stuck in the middle of a stop sign",18.19476128,10.33482623,0.416666667,0.8
floor33,505,"zoom in, a milk container in a refrigerator",19.32092476,8.371380806,0.3,0.25
gen2,505,"zoom in, a milk container in a refrigerator",21.5965023,9.022531827,0.333333333,1
modelscope,505,"zoom in, a milk container in a refrigerator",23.48612213,14.74469638,0.4,1
pika,505,"zoom in, a milk container in a refrigerator",28.79676628,9.932785988,0.25,0.25
zeroscope,505,"zoom in, a milk container in a refrigerator",17.05931091,11.03632236,0.375,0.75
floor33,506,"large motion, a violin play itself",26.69081497,15.37357044,0.2,0.75
gen2,506,"large motion, a violin play itself",25.79157448,16.82141002,0.25,0.5
modelscope,506,"large motion, a violin play itself",25.04442978,18.45581627,0.333333333,0.75
pika,506,"large motion, a violin play itself",24.71678734,15.10969151,0.142857143,0.5
zeroscope,506,"large motion, a violin play itself",17.37278366,7.48140645,0.142857143,0
floor33,507,"camera pan from right to left, a hammer on a table",21.99636078,7.970700741,0.452418709,0
gen2,507,"camera pan from right to left, a hammer on a table",25.49855423,9.562224468,0.361934967,0.75
modelscope,507,"camera pan from right to left, a hammer on a table",21.58700752,12.10067201,0.363636364,0.75
pika,507,"camera pan from right to left, a hammer on a table",21.33698463,6.064532863,0.452418709,0.75
zeroscope,507,"camera pan from right to left, a hammer on a table",23.45121574,6.423039436,0.343644639,0
floor33,508,"a paranoid android freaking out and jumping into the air because it is surrounded by colorful Easter eggs, camera rotate anticlockwise",22.4516201,13.82978439,0.073252786,0.375
gen2,508,"a paranoid android freaking out and jumping into the air because it is surrounded by colorful Easter eggs, camera rotate anticlockwise",22.6071701,8.101796468,0.146442854,0.625
modelscope,508,"a paranoid android freaking out and jumping into the air because it is surrounded by colorful Easter eggs, camera rotate anticlockwise",23.52033615,9.886908054,0.066574217,0.5
